iata,timezone,gmt_offset,offset_hours,name,city_code,country_id,latitude,longitude,elevation,icao
KIC,America/Los_Angeles,GMT -8:00,-8,Mesa Del Rey,KIC,US,36.22833355,-121.120999641641,370,KKIC
KHX,Africa/Kampala,GMT +3:00,3,Savannah Airstrip,KHX,UG,0.719444,29.7,3600,
KIE,Pacific/Port_Moresby,GMT +10:00,10,Aropa,KIE,PG,-6.304755,155.7252866,20,AYIQ
IQN,Asia/Shanghai,GMT +8:00,8,Qingyang Airport,IQN,CN,35.8015249,107.603453955514,4629,ZLQY
KIS,Africa/Nairobi,GMT +3:00,3,Kisumu Airport,KIS,KE,-0.0918383,34.7232548,3734,HKKI
IQQ,America/Santiago,GMT -3:00,-3,Diego Aracena International Airport,IQQ,CL,-20.547937,-70.17848,219,SCDA
KIG,Africa/Johannesburg,GMT +2:00,2,Koinghaas,KIG,ZA,-30.2,17.266666,228,
KIT,Europe/Athens,GMT +2:00,2,Kithira Airport,KIT,GR,36.2740179,23.0166973082027,1045,LGKC
KIX,Asia/Tokyo,GMT +9:00,9,Kansai International Airport,OSA,JP,34.43420455,135.222523016958,26,RJBB
KIK,Asia/Baghdad,GMT +3:00,3,Kirkuk,KIK,IQ,35.516666,44.283333,1061,ORKK
KIL,Africa/Lubumbashi,GMT +2:00,2,Kilwa,KIL,CD,-8.4,28.05,3120,
KJT,Asia/Jakarta,GMT +7:00,7,Kertajati International Airport,KJT,ID,-6.64858215,108.155376204337,134,WICA
KIO,Pacific/Majuro,GMT +12:00,12,Kili Island,KIO,MH,5.65,169.2,5,
IQT,America/Lima,GMT -5:00,-5,C.F. Secada Vignetta International Airport,IQT,PE,-3.785098,-73.30284,301,SPQT
IRB,America/Chicago,GMT -6:00,-6,Municipal,IRB,US,30.7,-101.933334,2627,
IRC,America/Anchorage,GMT -9:00,-9,Circle City,IRC,US,65.8277862,-144.0760698,613,PACR
KIU,Africa/Nairobi,GMT +3:00,3,Kiunga,KIU,KE,-1.733333,41.516666,1,
IRD,Asia/Dhaka,GMT +6:00,6,Ishurdi,IRD,BD,24.1555546,89.0475424750118,32,VGIS
KIW,Africa/Lusaka,GMT +2:00,2,Southdowns,KIW,ZM,-12.839444,28.230556,4145,FLSO
IRE,America/Bahia,GMT -3:00,-3,Irece,IRE,BR,-11.3,-41.86667,2316,SNIC
KJA,Asia/Krasnoyarsk,GMT +7:00,7,Yemelyanovo Airport,KJA,RU,56.18113,92.48286,942,UNKL
IRI,Africa/Dar_es_Salaam,GMT +3:00,3,Nduli Airport,IRI,TZ,-7.670556,35.75028,4639,HTIR
KJI,Asia/Shanghai,GMT +8:00,8,Kanasi Airport,KJI,CN,48.22167,86.99611,3921,ZWKN
IRJ,America/Argentina/La_Rioja,GMT -3:00,-3,La Rioja Airport,IRJ,AR,-29.37883865,-66.7942458958775,1364,SANL
KJP,Asia/Tokyo,GMT +9:00,9,Kerama,KJP,JP,26.083332,127.333336,156,ROKR
IRK,America/Chicago,GMT -6:00,-6,Kirksville Municipal Airport,IRK,US,40.0925,-92.54389,941,KIRK
KJX,Asia/Jakarta,GMT +7:00,7,Blangpidie Airport,KJX,ID,3.734444,96.791111,0,
IRM,Asia/Yekaterinburg,GMT +5:00,5,Igrim,IRM,RU,63.1980487,64.4393472799372,75,USHI
IRN,America/Tegucigalpa,GMT -6:00,-6,Iriona,IRN,HN,15.95,-85.183334,0,MHIR
KHS,Asia/Muscat,GMT +4:00,4,Khasab Airport,KHS,OM,26.17163655,56.2397467827444,100,OOKB
KHV,Asia/Vladivostok,GMT +10:00,10,Khabarovsk Airport,KHV,RU,48.528096,135.18291320419,244,UHHH
KHY,Asia/Tehran,GMT +3:00,3,Khoy,KHY,IR,38.42877745,44.9708338564821,3981,OITK
KID,Europe/Stockholm,GMT +1:00,1,Kristianstad Airport,KID,SE,55.92044495,14.0872361418964,76,ESMK
KIH,Asia/Tehran,GMT +3:00,3,Kish International Airport,KIH,IR,26.5299696,53.9750129896343,101,OIBK
KIJ,Asia/Tokyo,GMT +9:00,9,Niigata Airport,KIJ,JP,37.9555294,139.118527,29,RJSN
KIM,Africa/Johannesburg,GMT +2:00,2,Kimberley Airport,KIM,ZA,-28.80655055,24.766859619333,3950,FAKM
KIR,Europe/Dublin,GMT +0:00,0,Kerry County Airport,KIR,IE,52.18090965,-9.52577971751244,112,EIKY
KIV,Europe/Chisinau,GMT +2:00,2,Chisinau International Airport,KIV,MD,46.92960965,28.9371520732834,399,LUKK
KJH,Asia/Shanghai,GMT +8:00,8,Kaili Huangping Airport,KJH,CN,26.970256,107.986667006712,3115,ZUKJ
KJK,Europe/Brussels,GMT +1:00,1,Kortrijk,KJK,BE,50.8153884,3.2061592,55,EBKT
KKC,Asia/Bangkok,GMT +7:00,7,Khon Kaen Airport,KKC,TH,16.4662033,102.785228346717,670,VTUK
KKE,Pacific/Auckland,GMT +13:00,13,Kerikeri Airport,KKE,NZ,-35.25801885,173.911817139377,492,NZKK
IRO,Africa/Bangui,GMT +1:00,1,Birao,IRO,CF,10.186389,22.713888,1676,FEFI
IRP,Africa/Lubumbashi,GMT +2:00,2,Matari,IRP,CD,2.781944,27.630833,2477,FZJH
IRS,America/Detroit,GMT -5:00,-5,Kirsch Municipal,IRS,US,41.8128281,-85.4388715,938,KIRS
KKJ,Asia/Tokyo,GMT +9:00,9,Kitakyushu Airport,KKJ,JP,33.834373,130.9435,21,RJFR
KKM,Asia/Bangkok,GMT +7:00,7,Lop Buri,KKM,TH,14.8,100.61667,95,VTBH
KKN,Europe/Oslo,GMT +1:00,1,Kirkenes Airport Hoeybuktmoen,KKN,NO,69.7235,29.891184,283,ENKR
KKO,Pacific/Auckland,GMT +13:00,13,Kaikohe,KKO,NZ,-35.452778,173.81667,571,NZKO
KKS,Asia/Tehran,GMT +3:00,3,Kashan Airport,KKS,IR,33.8901912,51.5796879606971,3465,OIFK
KKT,America/Chicago,GMT -6:00,-6,Kentland,KKT,US,40.75960355,-87.434582046182,698,50I
IRU,Asia/Colombo,GMT +5:00,5,Iranamadu SPB,IRU,LK,35.921055,139.50674,22,
IRZ,America/Manaus,GMT -4:00,-4,Tapuruquara,IRZ,BR,-0.37810525,-64.992618800765,137,SWTP
KLC,Africa/Dakar,GMT +0:00,0,Kaolack,KLC,SN,14.083333,-16.5,26,GOOK
KLD,Europe/Moscow,GMT +3:00,3,Migalovo,KLD,RU,56.916668,35.916668,469,UUEM
ISB,Asia/Karachi,GMT +5:00,5,Islamabad International Airport,ISB,PK,33.55153275,72.8256041623832,1751,OPIS
KLF,Europe/Moscow,GMT +3:00,3,Grabtsevo Airport,KLF,RU,54.546667,36.368889,656,UUBC
KLO,Asia/Manila,GMT +8:00,8,Kalibo International Airport,KLO,PH,11.6789701,122.374842627866,14,RPVK
KLH,Asia/Kolkata,GMT +5:00,5,Kolhapur,KLH,IN,16.666668,74.333336,1996,VAKP
KLU,Europe/Vienna,GMT +1:00,1,Klagenfurt Airport,KLU,AT,46.64348185,14.3285996131472,1472,LOWK
KLJ,Europe/Vilnius,GMT +2:00,2,Klaipeda,PLQ,LT,55.424284,21.143408,0,
KLV,Europe/Prague,GMT +1:00,1,Karlovy Vary Airport,KLV,CZ,50.2018781,12.9133585704967,1989,LKKV
KLX,Europe/Athens,GMT +2:00,2,Kalamata Airport,KLX,GR,37.06831895,22.0250952097514,26,LGKL
ISC,Europe/London,GMT +0:00,0,St Marys,ISC,GB,49.913334,-6.291667,82,EGHE
KME,Africa/Kigali,GMT +2:00,2,Kamembe,KME,RW,-2.4624077,28.907970898635,5192,HRZA
KMG,Asia/Shanghai,GMT +8:00,8,Kunming Changshui International Airport,KMG,CN,25.10710645,102.938413452678,6903,ZPPP
KMI,Asia/Tokyo,GMT +9:00,9,Miyazaki Airport,KMI,JP,31.876688,131.448019036311,20,RJFM
KLQ,Asia/Jakarta,GMT +7:00,7,Keluang,KLQ,ID,-2.683333,103.9,76,WIPV
KLR,Europe/Stockholm,GMT +1:00,1,Kalmar Oland Airport,KLR,SE,56.685,16.287222,17,ESMQ
KMJ,Asia/Tokyo,GMT +9:00,9,Kumamoto Airport,KMJ,JP,32.8362322,130.855439962301,642,RJFT
KLT,Europe/Berlin,GMT +1:00,1,Kaiserslautern,KLT,DE,49.433334,7.75,0,
KKY,Europe/Dublin,GMT +0:00,0,Kilkenny,KKY,IE,52.650913,-7.29599533135586,319,EIKK
KKZ,Asia/Phnom_Penh,GMT +7:00,7,Koh Kong,KKZ,KH,11.63982745,102.95048775,0,VDKK
KLB,Africa/Lusaka,GMT +2:00,2,Kalabo Airport,KLB,ZM,-14.9981928,22.6456942799403,3450,FLKL
KLE,Africa/Douala,GMT +1:00,1,Kaele,KLE,CM,10.0926682,14.4455654,1276,FKKH
KLM,Asia/Tehran,GMT +3:00,3,Kalaleh,KLM,IR,37.38468075,55.4450905353389,425,OINE
ISD,America/Bogota,GMT -5:00,-5,Iscuande,ISD,CO,2.4468635,-77.9813151,16,
KLZ,Africa/Johannesburg,GMT +2:00,2,Kleinzee,KLZ,ZA,-29.6881558,17.0994458043294,270,FAKZ
ISE,Europe/Istanbul,GMT +3:00,3,Isparta Suleyman Demirel Airport,ISE,TR,37.85602305,30.3673043372593,2847,LTFC
KMC,Asia/Riyadh,GMT +3:00,3,King Khalid Military,KMC,SA,27.911282,45.523495,1352,OEKK
ISG,Asia/Tokyo,GMT +9:00,9,Painushima Ishigaki Airport,ISG,JP,24.336945,124.16889,55,ROIG
ISH,Europe/Rome,GMT +1:00,1,Ischia Airport,ISH,IT,40.733334,13.95,72,
ISJ,America/Cancun,GMT -5:00,-5,Isla Mujeres,ISJ,MX,21.24591925,-86.7404711976579,22,MMIM
KMH,Africa/Johannesburg,GMT +2:00,2,Kuruman,KMH,ZA,-27.466667,23.466667,4382,FAKU
ISK,Asia/Kolkata,GMT +5:00,5,Gandhinagar Airport,ISK,IN,19.966942,73.811264,1948,VAOZ
ISM,America/New_York,GMT -5:00,-5,Kissimmee Gateway,ISM,US,28.45,-81.333336,88,KISM
ISO,America/New_York,GMT -5:00,-5,Stallings Field,ISO,US,35.3290496,-77.6077152,75,KISO
ISP,America/New_York,GMT -5:00,-5,Long Island MacArthur Airport,ISP,US,40.79578465,-73.0992001760378,72,KISP
ISQ,America/Detroit,GMT -5:00,-5,Schoolcraft County,ISQ,US,45.95,-86.25,580,KISQ
ISS,America/New_York,GMT -5:00,-5,Wiscasset,ISS,US,44,-69.666664,22,KIWI
IST,Europe/Istanbul,GMT +3:00,3,Istanbul New Airport,IST,TR,40.9912282,28.8298952,82,LTFM
ISU,Asia/Baghdad,GMT +3:00,3,Sulaimaniyah International Airport,ISU,IQ,35.5626087,45.3151084397069,2388,ORSU
KMN,Africa/Lubumbashi,GMT +2:00,2,Kamina,KMN,CD,-8.641111,25.25,3543,FZSA
KMP,Africa/Windhoek,GMT +2:00,2,J.G.H. Van Der Wath,KMP,NA,-26.533611,18.1,3506,FYKT
KMQ,Asia/Tokyo,GMT +9:00,9,Komatsu Airport,KMQ,JP,36.39344695,136.409246401211,36,RJNK
KMS,Africa/Accra,GMT +0:00,0,Kumasi Airport,KMS,GH,6.7150762,-1.59032655196965,942,DGSI
KMT,Asia/Phnom_Penh,GMT +7:00,7,Kampot,KMT,KH,10.6,104.166664,44,
KMU,Africa/Mogadishu,GMT +3:00,3,Kismayu,KMU,SO,-0.416667,42.841667,49,HCMK
KMV,Asia/Rangoon,GMT +6:00,6,Kalemyo Airport,KMV,MM,23.18896165,94.0493952559469,499,VYKL
KMW,Europe/Moscow,GMT +3:00,3,Sokerkino,KMW,RU,57.75,40.933334,446,UUBA
KMX,Asia/Riyadh,GMT +3:00,3,Khamis Mushait,KMX,SA,18.3,42.716667,6778,OEKM
KMZ,Africa/Lusaka,GMT +2:00,2,Kaoma,KMZ,ZM,-14.79717745,24.8076710235891,3670,FLKO
KNA,America/Santiago,GMT -3:00,-3,Vina del Mar,KNA,CL,-33.033333,-71.566666,461,SCVM
ISW,America/Chicago,GMT -6:00,-6,Alexander Field,ISW,US,44.36169675,-89.8368602124817,1000,KISW
KNF,Europe/London,GMT +0:00,0,Marham RAF,KNF,GB,52.75,0.4,75,EGYM
KNG,Asia/Jayapura,GMT +9:00,9,Kaimana Airport,KNG,ID,-3.65,133.75,19,WASK
ITA,America/Manaus,GMT -4:00,-4,Itacoatiara,ITA,BR,-3.133333,-58.416668,62,SBIC
KNI,Australia/Perth,GMT +8:00,8,Katanning,KNI,AU,-33.7,117.55,0,YKNG
KNJ,Africa/Brazzaville,GMT +1:00,1,Kindamba,KNJ,CG,-3.95,14.516667,1460,FCBK
KNO,Asia/Jakarta,GMT +7:00,7,Kuala Namu International Airport,MES,ID,3.6312752,98.8674859647273,23,WIMM
KNM,Africa/Lubumbashi,GMT +2:00,2,Kaniama,KNM,CD,-7.516667,24.183332,2772,FZTK
KNN,Africa/Conakry,GMT +0:00,0,Kankan,KNN,GN,10.3975,-9.305556,1234,GUXN
KNR,Asia/Tehran,GMT +3:00,3,Jam,KNR,IR,27.81752465,52.3576255471464,2173,OIBJ
KNS,Australia/Currie,GMT +11:00,11,King Island Airport,KNS,AU,-39.87792875,143.882684530906,132,YKII
KNQ,Pacific/Noumea,GMT +11:00,11,Kone,KNQ,NC,-21.053333,164.83778,23,NWWD
KNZ,Africa/Bamako,GMT +0:00,0,Kenieba,KNZ,ML,12.8410617,-11.2510981,449,GAKA
KNB,America/Denver,GMT -7:00,-7,Kanab,KNB,US,37.00973985,-112.530009076114,0,
KNT,America/Chicago,GMT -6:00,-6,Municipal,KNT,US,36.230556,-90.03472,262,KTKX
ITB,America/Santarem,GMT -3:00,-3,Itaituba,ITB,BR,-4.283333,-55.983334,22,SBIH
KNH,Asia/Taipei,GMT +8:00,8,Kinmen Airport,KNH,TW,24.4284527,118.359396292315,93,RCBS
KNU,Asia/Kolkata,GMT +5:00,5,Kanpur Airport,KNU,IN,26.4174559,80.400407184342,410,VICX
KOO,Africa/Lubumbashi,GMT +2:00,2,Kongolo,KOO,CD,-5.39325675,26.9866964767035,1850,FZRQ
ITE,America/Bahia,GMT -3:00,-3,Itubera,ITE,BR,-13.7,-39.2,554,SNZW
ITH,America/New_York,GMT -5:00,-5,Ithaca Tompkins Regional Airport,ITH,US,42.491,-76.4587,1056,KITH
ITK,Pacific/Port_Moresby,GMT +10:00,10,Itokama,ITK,PG,-9.3,148.2,2391,AYIK
KOC,Pacific/Noumea,GMT +11:00,11,Koumac,KOC,NC,-20.5,164.41667,42,NWWK
KOD,Asia/Makassar,GMT +8:00,8,Kotabangun,KOD,ID,-0.266667,116.583336,13,
ITM,Asia/Tokyo,GMT +9:00,9,Itami Airport,OSA,JP,34.7839847,135.439040728061,29,RJOO
ITN,America/Bahia,GMT -3:00,-3,Itabuna,ITN,BR,-14.8,-39.3,505,SWTX
KOG,Asia/Vientiane,GMT +7:00,7,Khong,KOG,LA,15.566667,105.816666,0,
ITR,America/Sao_Paulo,GMT -3:00,-3,Hidroeletrica,ITR,BR,-18.44603765,-49.2130653714314,1538,SBIT
ITU,Asia/Srednekolymsk,GMT +11:00,11,Iturup,ITU,RU,45.25471985,147.960863832479,383,UHSI
IUE,Pacific/Niue,GMT -11:00,-11,Hanan Airport,IUE,NU,-19.0804765,-169.921380161697,167,NIUE
IUL,Asia/Jayapura,GMT +9:00,9,Ilu,IUL,ID,-3.70657305,138.200393685539,6358,WABE
IUS,Pacific/Port_Moresby,GMT +10:00,10,Inus,IUS,PG,-5.816667,155.16667,147,
IVA,Indian/Antananarivo,GMT +3:00,3,Ambanja,IVA,MG,-13.6446652,48.4565628,45,FMNZ
KON,Asia/Ho_Chi_Minh,GMT +7:00,7,Kontum,KON,VN,14.354167,108.021385,1804,
IVC,Pacific/Auckland,GMT +13:00,13,Invercargill Airport,IVC,NZ,-46.41638,168.324275404463,22,NZNV
IVG,Europe/Podgorica,GMT +1:00,1,Ivangrad,IVG,ME,42.8390007,19.8619995,2267,LYBR
IVH,America/Anchorage,GMT -9:00,-9,Ivishak,IVH,US,69.4,-148.25,590,
IVI,America/Panama,GMT -5:00,-5,Isla Viveros,IVI,PA,69.4,-148.25,590,
IVL,Europe/Helsinki,GMT +2:00,2,Ivalo Airport,IVL,FI,68.6093255,27.4179369,400,EFIV
IVO,America/Bogota,GMT -5:00,-5,Chivolo,IVO,CO,9.516667,-74.53333,114,
IVR,Australia/Sydney,GMT +11:00,11,Inverell,IVR,AU,-29.8901554,151.143019421986,2660,YIVL
IWA,Europe/Moscow,GMT +3:00,3,Ivanovo Yuzhny Airport,IWA,RU,56.941138,40.9389727081019,390,UUBI
IWD,America/Menominee,GMT -6:00,-6,Gogebic County Airport,IWD,US,46.5274978,-90.1340891492056,1217,KIWD
KOQ,Europe/Berlin,GMT +1:00,1,Koethen,KOQ,DE,51.716667,11.95,305,EDCK
KOS,Asia/Phnom_Penh,GMT +7:00,7,Sihanouk International Airport,KOS,KH,10.633333,103.5,33,VDSV
KOU,Africa/Libreville,GMT +1:00,1,Koulamoutou,KOU,GA,-1.116667,12.508333,1070,FOGK
KOV,Asia/Almaty,GMT +6:00,6,Kokshetau Airport,KOV,KZ,53.316666,69.4,900,UACK
KOW,Asia/Shanghai,GMT +8:00,8,Ganzhou Airport,KOW,CN,25.8533335,114.779810016036,387,ZSGZ
KPD,America/New_York,GMT -5:00,-5,King Of Prussia,KPD,US,40.083332,-75.4,0,
KPO,Asia/Seoul,GMT +9:00,9,Pohang Airport,KPO,KR,35.9878003,129.420616307335,70,RKTH
KPS,Australia/Sydney,GMT +11:00,11,Kempsey,KPS,AU,-31.07219245,152.768629115198,54,YKMP
KPT,America/Los_Angeles,GMT -8:00,-8,Jackpot,KPT,US,41.97348675,-114.657283590044,5213,06U
KPW,Asia/Kamchatka,GMT +12:00,12,Keperveyem Airport,KPW,RU,67.8471745,166.137144529559,623,UHMK
KQH,Asia/Kolkata,GMT +5:00,5,Kishangarh Airport,KQH,IN,26.58696425,74.8126020223943,0,VIKG
KQT,Asia/Dushanbe,GMT +5:00,5,Qurghonteppa International Airport,KQT,TJ,37.86674825,68.8617043680837,1473,UTDT
KRF,Europe/Stockholm,GMT +1:00,1,Kramfors Airport,KRF,SE,63.0494837,17.7659075733152,34,ESNK
KRN,Europe/Stockholm,GMT +1:00,1,Kiruna Airport,KRN,SE,67.8200558,20.3330821400702,1508,ESNQ
IWJ,Asia/Tokyo,GMT +9:00,9,Hagi-Iwami Airport,IWJ,JP,34.676127,131.811698,118,RJOW
IWK,Asia/Tokyo,GMT +9:00,9,Iwakuni Kintaikyo Airport,IWK,JP,34.15909315,132.235928654188,13,RJOI
IXG,Asia/Kolkata,GMT +5:00,5,Belgaum Airport,IXG,IN,15.8593476,74.6142405432812,2427,VOBM
IXL,Asia/Kolkata,GMT +5:00,5,Leh Airport,IXL,IN,34.13526,77.5470912858814,10695,VILH
IXN,Asia/Kolkata,GMT +5:00,5,Khowai,IXN,IN,24.063889,91.60333,49,VEKW
IXP,Asia/Kolkata,GMT +5:00,5,Pathankot,IXP,IN,32.23798645,75.6328769490319,1000,VIPK
IXQ,Asia/Kolkata,GMT +5:00,5,Kamalpur,IXQ,IN,24.1325,91.81556,104,VEKM
IXS,Asia/Kolkata,GMT +5:00,5,Kumbhirgram Airport,IXS,IN,24.916018,92.979256,364,VEKU
IXT,Asia/Kolkata,GMT +5:00,5,Pasighat,IXT,IN,28.016666,95.333336,472,VEPG
IXV,Asia/Kolkata,GMT +5:00,5,Along,IXV,IN,28.1769663,94.8054770760935,784,VEAN
IXX,Asia/Kolkata,GMT +5:00,5,Bidar Air Force Station,IXX,IN,17.9081,77.487099,2171,VOBR
IYK,America/Los_Angeles,GMT -8:00,-8,Kern County,IYK,US,35.656666,-117.82917,2404,KIYK
IZA,America/Sao_Paulo,GMT -3:00,-3,Zona da Mata Regional Airport,JDF,BR,-21.513056,-43.173058,1318,SBZM
IZE,Europe/Berlin,GMT +1:00,1,Itzehoe/Hungriger Wolf Airport,IZE,DE,53.9944458008,9.5786113739,45,EDHF
IZO,Asia/Tokyo,GMT +9:00,9,Izumo Airport,IZO,JP,35.41314345,132.887805506783,29,RJOC
IZT,America/Mexico_City,GMT -6:00,-6,Ixtepec,IZT,MX,16.569166,-95.10833,223,MMIT
KRC,Asia/Jakarta,GMT +7:00,7,Kerinci,KRC,ID,-1.716667,101.25,2600,WIPH
JAA,Asia/Kabul,GMT +4:00,4,Jalalabad,JAA,AF,34.39979555,70.4991011057953,1801,OAJL
KRE,Africa/Bujumbura,GMT +2:00,2,Kirundo,KRE,BI,-3.333333,29,4511,HBBO
JAC,America/Denver,GMT -7:00,-7,Jackson Hole Airport,JAC,US,43.6087926,-110.738032484948,6469,KJAC
JAD,Australia/Perth,GMT +8:00,8,Jandakot,PER,AU,-32.0976113,115.874748212522,65,YPJT
JAF,Asia/Colombo,GMT +5:00,5,Kankesanturai,JAF,LK,9.79262995,80.0689781508496,39,VCCJ
JAG,Asia/Karachi,GMT +5:00,5,Jacobabad,JAG,PK,28.28384345,68.4582613106244,177,OPJA
KRK,Europe/Warsaw,GMT +1:00,1,J. Paul II International Airport Krakow-Balice,KRK,PL,50.075493,19.793743,791,EPKK
KRL,Asia/Shanghai,GMT +8:00,8,Korla Airport,KRL,CN,41.689896,86.12434,0,ZWKL
JAI,Asia/Kolkata,GMT +5:00,5,Jaipur Airport,JAI,IN,26.8281087,75.8059454340161,1250,VIJP
JAJ,America/New_York,GMT -5:00,-5,Perimeter Mall,ATL,US,33.635277,-84.42167,974,
JAK,America/Port-au-Prince,GMT -5:00,-5,Jacmel Regional Airport,JAK,HT,18.240557,-72.51861,121,MTJA
JAL,America/Mexico_City,GMT -6:00,-6,Jalapa,JAL,MX,19.472221,-96.781944,3038,MMJA
JAM,Europe/Sofia,GMT +2:00,2,Jambol,JAM,BG,42.516666,26.483334,531,LBIA
JAN,America/Chicago,GMT -6:00,-6,Jackson-Evers International Airport,JAN,US,32.3121104,-90.0767782942324,298,KJAN
JAO,America/New_York,GMT -5:00,-5,Beaver Ruin,ATL,US,33.64639,-84.43278,997,
JAP,America/Costa_Rica,GMT -6:00,-6,Punta Renes,JAP,CR,9.966667,-84.833336,0,MRCH
JAR,Asia/Tehran,GMT +3:00,3,Jahrom,JAR,IR,28.516666,53.55,3441,OISJ
JAU,America/Lima,GMT -5:00,-5,Jauja Airport,JAU,PE,-11.75,-75.25,14947,SPJJ
KRO,Asia/Yekaterinburg,GMT +5:00,5,Kurgan Airport,KRO,RU,55.433334,65.3,240,USUU
KBM,Pacific/Port_Moresby,GMT +10:00,10,Kabwum,KBM,PG,-6.1551721,147.191906602567,4450,AYKB
KRR,Europe/Moscow,GMT +3:00,3,Krasnodar International Airport,KRR,RU,45.03371395,39.181442911633,118,URKK
KSH,Asia/Tehran,GMT +3:00,3,Kermanshah Airport,KSH,IR,34.34753735,47.1688282549366,4307,OICC
JBB,Asia/Jakarta,GMT +7:00,7,Notohadinegoro Airport,JBB,ID,-8.2421527,113.693708318349,223,WARE
KSI,Africa/Conakry,GMT +0:00,0,Kissidougou,KSI,GN,9.1608546,-10.1245813,1808,GUKU
KSK,Europe/Stockholm,GMT +1:00,1,Karlskoga,KSK,SE,59.3444444,14.4947222,400,ESKK
KRW,Asia/Ashgabat,GMT +5:00,5,Turkmanbashi Airport,KRW,TM,40.083332,53.083332,279,UTAK
KRZ,Africa/Kinshasa,GMT +1:00,1,Kiri,KRZ,CD,-1.483333,19,1013,FZBT
KSW,Asia/Jerusalem,GMT +2:00,2,Kiryat Shmona,KSW,IL,33.2133046,35.5929008,381,LLKS
KTF,Pacific/Auckland,GMT +13:00,13,Takaka,KTF,NZ,-40.8146632,172.77574680555,102,NZTK
KSD,Europe/Stockholm,GMT +1:00,1,Karlstad Airport,KSD,SE,59.360283,13.472059,352,ESOK
JBC,America/New_York,GMT -5:00,-5,Boston City Heliport,BOS,US,42.343887,-71.049446,29,
JBK,America/Los_Angeles,GMT -8:00,-8,Berkeley,JBK,US,37.86667,-122.3,36,
KSJ,Europe/Athens,GMT +2:00,2,Kasos Island Airport,KSJ,GR,35.42139,26.916668,35,LGKS
JBR,America/Chicago,GMT -6:00,-6,Jonesboro Airport,JBR,US,35.83,-90.64833,229,KJBR
KSL,Africa/Khartoum,GMT +2:00,2,Kassala Airport,KSL,SD,15.390278,36.34222,1671,HSKA
JBS,America/Los_Angeles,GMT -8:00,-8,Hacienda Bus.Park Heliport,JBS,US,37.699722,-121.9,360,SSSB
KSO,Europe/Athens,GMT +2:00,2,Aristoteles Airport,KSO,GR,40.450832,21.273333,2167,LGKA
KSQ,Asia/Samarkand,GMT +5:00,5,Karshi Airport,KSQ,UZ,38.80981,65.77531,1365,UTSK
KSS,Africa/Bamako,GMT +0:00,0,Sikasso,KSS,ML,11.3,-5.583333,1378,GASK
KST,Africa/Khartoum,GMT +2:00,2,Kosti,KST,SD,13.133333,32.716667,1289,HSKI
JCA,Europe/Paris,GMT +1:00,1,Croisette Heliport,CEQ,FR,43.53889,7.044444,0,
JCB,America/Sao_Paulo,GMT -3:00,-3,Joacaba,JCB,BR,-27.17148265,-51.5534565497135,2516,SSJA
KSY,Europe/Istanbul,GMT +3:00,3,Kars Airport,KSY,TR,40.551666,43.085835,5889,LTCF
JCC,America/Los_Angeles,GMT -8:00,-8,China Basin Heliport,SFO,US,37.75,-122.416664,104,
JCD,America/St_Thomas,GMT -4:00,-4,Downtown Heliport,STX,VI,17.7,-64.78333,36,
KTC,Africa/Abidjan,GMT +0:00,0,Katiola,KTC,CI,8.166667,-5.166667,1026,
JCE,America/Los_Angeles,GMT -8:00,-8,Convention Center Heliport,OAK,US,37.816666,-122.26667,85,
JCI,America/Chicago,GMT -6:00,-6,New Century Aircenter Airport,MKC,US,38.833332,-94.9,1118,KIXD
KTG,Asia/Pontianak,GMT +7:00,7,Ketapang Airport,KTG,ID,-1.833333,109.98333,46,WIOK
KTI,Asia/Phnom_Penh,GMT +7:00,7,Kratie,KTI,KH,12.5,106.05,0,VDKT
JCM,America/Bahia,GMT -3:00,-3,Jacobina,JCM,BR,-11.1640584,-40.551502856929,1548,SNJB
KRP,Europe/Copenhagen,GMT +1:00,1,Karup Airport,KRP,DK,56.31122735,9.12375891538707,170,EKKA
KRQ,Europe/Kiev,GMT +2:00,2,Kramatorsk,KRQ,UA,48.70923835,37.6205885153504,646,UKCK
KRS,Europe/Oslo,GMT +1:00,1,Kristiansand Airport,KSU,NO,58.20414355,8.08327172379055,57,ENCN
KRT,Africa/Khartoum,GMT +2:00,2,Khartoum International Airport,KRT,SD,15.5915979,32.5496203,1265,HSSS
KSA,Pacific/Kosrae,GMT +11:00,11,Kosrae Airport,KSA,FM,5.35674455,162.958091892518,11,PTSA
KSC,Europe/Bratislava,GMT +1:00,1,Barca Airport,KSC,SK,48.66143415,21.2391397492655,755,LZKZ
KSE,Africa/Kampala,GMT +3:00,3,Kasese Airport,KSE,UG,0.1902797,30.1011131,3146,HUKS
KSF,Europe/Berlin,GMT +1:00,1,Kassel-Calden Airport,KSF,DE,51.41941605,9.39631469346704,820,EDVK
KSN,Asia/Almaty,GMT +6:00,6,Kostanay Airport,KSN,KZ,53.2046156,63.5498545540257,595,UAUU
KSU,Europe/Oslo,GMT +1:00,1,Kristiansund Airport Kvernberget,KSU,NO,63.1125744,7.82937981793134,204,ENKB
KSZ,Europe/Moscow,GMT +3:00,3,Kotlas Airport,KSZ,RU,61.23754025,46.7028159972571,184,ULKK
KTA,Australia/Perth,GMT +8:00,8,Karratha Airport,KTA,AU,-20.71125455,116.772881848056,29,YPKA
KTE,Asia/Kuala_Lumpur,GMT +8:00,8,Kerteh Airport,KTE,MY,4.534348,103.427976143082,18,WMKE
